1	2	0.73524
1	3	0.0779686
1	4	0.119181
1	5	0.244178
1	6	0.435391
1	7	0.595555
1	8	0.897062
1	9	0.770226
1	11	0.993894
1	12	0.534647
1	13	0.822281
1	15	0.898504
1	16	0.852225
1	17	0.878837
1	18	0.129784
1	19	0.914398
1	21	0.561514
1	22	0.143533
1	24	0.646592
1	25	0.804236
1	26	0.32177
1	27	0.912804
1	28	0.775186
1	29	0.704238
1	30	0.837637
1	31	0.170824
1	32	0.49486
1	33	0.776029
1	34	0.950022
1	35	0.76214
1	36	0.536648
1	37	0.630329
1	38	0.33462
1	40	0.0491625
1	43	0.378806
1	44	0.101108
1	45	0.290517
1	46	0.990529
1	48	0.916222
1	49	0.629502
1	50	0.0560855
2	1	0.73524
2	3	0.129219
2	4	0.658851
2	5	0.259696
2	6	0.58018
2	7	0.456981
2	8	0.871793
2	9	0.952083
2	10	0.0814523
2	11	0.55824
2	12	0.351324
2	13	0.676553
2	14	0.596649
2	15	0.777265
2	16	0.12361
2	17	0.631218
2	18	0.441098
2	19	0.326701
2	20	0.330059
2	21	0.027152
2	22	0.062342
2	23	0.645664
2	24	0.150116
2	25	0.803793
2	26	0.31241
2	27	0.451371
2	28	0.54601
2	29	0.193516
2	30	0.142824
2	31	0.45639
2	32	0.779385
2	33	0.992738
2	34	0.583214
2	35	0.313508
2	36	0.784999
2	37	0.127301
2	38	0.987619
2	39	0.654254
2	40	0.389878
2	41	0.552219
2	42	0.42571
2	43	0.321394
2	44	0.30504
2	45	0.324159
2	46	0.96738
2	47	0.0785936
2	48	0.477181
2	49	0.192137
2	50	0.607435
3	1	0.0779686
3	2	0.129219
3	4	Inf
3	5	0.054213
3	6	0.264065
3	7	0.065334
3	8	0.858516
3	9	0.190829
3	10	Inf
3	11	0.733171
3	12	0.0191523
3	13	0.0538383
3	14	0.6404
3	15	0.634138
3	16	0.90704
3	17	0.947014
3	18	0.0338635
3	19	0.441094
3	20	Inf
3	21	Inf
3	22	0.290255
3	23	Inf
3	24	0.520184
3	25	0.758922
3	26	0.0414308
3	27	0.602144
3	28	0.268208
3	29	Inf
3	30	0.558407
3	31	0.341097
3	32	0.89277
3	33	0.0735345
3	34	0.57509
3	35	0.490686
3	36	0.675957
3	37	0.238553
3	38	Inf
3	39	0.219755
3	40	0.877816
3	41	0.129771
3	42	0.597614
3	43	0.40154
3	44	0.595359
3	45	Inf
3	46	0.274654
3	47	0.12159
3	48	Inf
3	49	0.0861796
3	50	0.09168
4	1	0.119181
4	2	0.658851
4	3	Inf
4	5	0.4151
4	7	0.488541
4	8	0.68029
4	9	0.792271
4	10	Inf
4	12	0.988291
4	13	0.550339
4	14	0.552582
4	15	0.967766
4	20	Inf
4	21	Inf
4	23	Inf
4	26	0.511515
4	27	0.733183
4	29	Inf
4	30	0.727581
4	31	0.369452
4	32	0.503765
4	33	0.795638
4	34	0.974782
4	35	0.889758
4	36	0.862453
4	38	Inf
4	39	0.63059
4	40	0.476705
4	42	0.408111
4	43	0.806387
4	44	0.383381
4	45	Inf
4	46	0.780877
4	48	Inf
4	49	0.813238
4	50	0.0101458
5	1	0.244178
5	2	0.259696
5	3	0.054213
5	4	0.4151
5	7	0.485151
5	8	0.300218
5	10	0.727551
5	11	0.907671
5	12	0.878217
5	14	0.549696
5	15	0.609732
5	16	0.754639
5	17	0.786284
5	18	0.755566
5	20	0.735596
5	21	0.88087
5	22	0.883071
5	23	0.961509
5	25	0.933568
5	26	0.135752
5	27	0.358865
5	30	0.998937
5	31	0.246811
5	32	0.713253
5	33	0.37053
5	35	0.607345
5	36	0.602642
5	39	0.282319
5	40	0.855401
5	41	0.597097
5	42	0.723459
5	43	0.628343
5	45	0.97945
5	46	0.494038
5	47	0.592827
5	48	0.60515
5	49	0.571084
6	1	0.435391
6	2	0.58018
6	3	0.264065
6	7	0.843587
6	8	0.42605
6	9	0.198328
6	10	0.386
6	11	0.951138
6	12	0.549174
6	13	0.790787
6	14	0.3122
6	15	0.878799
6	16	0.529627
6	17	0.540162
6	18	0.508313
6	19	0.353375
6	20	0.670428
6	21	0.760075
6	22	0.605144
6	23	0.190028
6	24	0.0633377
6	25	0.0903127
6	26	0.948883
6	27	0.0840586
6	28	0.95696
6	29	0.956924
6	30	0.086587
6	31	0.775029
6	32	0.726259
6	33	0.593687
6	34	0.0666733
6	35	0.111076
6	36	0.890528
6	37	0.439199
6	38	0.253041
6	39	0.408793
6	40	0.958893
6	41	0.301027
6	42	0.596314
6	43	0.942528
6	44	0.858886
6	45	0.39877
6	46	0.853376
6	47	0.276981
6	48	0.708729
6	49	0.800077
6	50	0.527474
7	1	0.595555
7	2	0.456981
7	3	0.065334
7	4	0.488541
7	5	0.485151
7	6	0.843587
7	8	0.816574
7	12	0.487228
7	13	0.909304
7	15	0.955128
7	16	0.796719
7	17	0.542987
7	18	0.116976
7	22	0.510119
7	24	0.195
7	26	0.237673
7	28	0.94106
7	30	0.911908
7	31	0.620928
7	34	0.808697
7	35	0.634553
7	36	0.709711
7	37	0.573534
7	43	0.460504
7	46	0.856553
7	47	0.593813
8	1	0.897062
8	2	0.871793
8	3	0.858516
8	4	0.68029
8	5	0.300218
8	6	0.42605
8	7	0.816574
8	9	0.572409
8	10	0.881683
8	11	0.695143
8	12	0.779872
8	13	0.99434
8	14	0.936748
8	15	0.730075
8	16	0.68579
8	18	0.9723
8	19	0.877222
8	20	0.955095
8	21	0.753004
8	22	0.446265
8	23	0.661935
8	24	0.583054
8	25	0.799325
8	26	0.69212
8	27	0.976621
8	28	0.170622
8	30	0.446353
8	31	0.200598
8	32	0.738832
8	33	0.728216
8	34	0.192685
8	35	0.24077
8	36	0.607055
8	37	0.0679426
8	38	0.562556
8	39	0.314181
8	40	0.510288
8	41	0.971829
8	42	0.607371
8	43	0.471264
8	44	0.570332
8	46	0.645362
8	47	0.418883
8	49	0.31769
8	50	0.0579753
9	1	0.770226
9	2	0.952083
9	3	0.190829
9	4	0.792271
9	6	0.198328
9	8	0.572409
9	11	0.970013
9	14	0.727096
9	15	0.401945
9	16	0.725066
9	18	0.870649
9	19	0.975459
9	20	0.813402
9	22	0.718401
9	24	0.140023
9	25	0.94385
9	26	0.396264
9	27	0.670207
9	28	0.981518
9	30	0.784441
9	32	0.611287
9	33	0.668228
9	38	0.989042
9	39	0.133032
9	41	0.619173
9	42	0.601611
9	43	0.862668
9	44	0.55906
9	45	0.446805
9	47	0.515494
9	48	0.779443
10	2	0.0814523
10	3	Inf
10	4	Inf
10	5	0.727551
10	6	0.386
10	8	0.881683
10	11	0.747818
10	12	0.147205
10	13	0.0802646
10	14	0.42447
10	15	0.36404
